  +0.0157 +0.9960  +0.0286 +1.0966  +0.0414 +1.4547  +0.0542 +2.0461
  +0.0671 +2.4459  +0.0799 +2.4871  +0.0928 +2.1886  +0.1056 +1.6756
  +0.1184 +1.2172  +0.1313 +1.1297  +0.1441 +1.4496  +0.1569 +1.6258
  +0.1698 +1.5256  +0.1826 +1.4545  +0.1955 +1.5789  +0.2083 +1.5774
  +0.2211 +1.4532  +0.2340 +1.3479  +0.2468 +1.2686  +0.2596 +1.1758
  +0.2725 +1.0846  +0.2853 +1.0166  +0.2982 +0.9700  +0.3110 +0.9213
  +0.3238 +0.8678  +0.3367 +0.8562  +0.3495 +0.8588  +0.3623 +0.8107
  +0.3752 +0.8114  +0.3880 +0.8258  +0.4009 +0.7762  +0.4137 +0.7221
  +0.4265 +0.6445  +0.4394 +0.5631  +0.4522 +0.5393  +0.4650 +0.5310
  +0.4779 +0.5054  +0.4907 +0.4714  +0.5035 +0.4363  +0.5164 +0.4028
  +0.5292 +0.3713  +0.5421 +0.3430  +0.5549 +0.3156  +0.5677 +0.2931
  +0.5806 +0.2783  +0.5934 +0.2669  +0.6062 +0.2594  +0.6191 +0.2582
  +0.6319 +0.2613  +0.6398 +0.2646
  26   139    39
  +0.1619 -0.0278  +0.1748 +0.1021  +0.1876 +0.2000  +0.2004 +0.2801
  +0.2133 +0.5599  +0.2261 +0.7820  +0.2389 +0.7838  +0.2518 +0.8022
  +0.2646 +0.9709  +0.2775 +1.1089  +0.2903 +1.1017  +0.3031 +1.0648
  +0.3160 +1.0686  +0.3288 +1.0124  +0.3416 +0.9412  +0.3545 +0.9142
  +0.3673 +0.9157  +0.3801 +0.9344  +0.3930 +0.9833  +0.4058 +1.0445
